,area,area_sqft,bedrooms,bathrooms,total_price
610,Velachery,1855,3.0,2.0,7976208
611,Karapakkam,563,1.0,1.0,7521612
612,Anna Nagar,1768,1.0,1.0,15358298
613,Karapakkam,943,1.0,1.0,6219108
614,Chrompet,931,1.0,1.0,7881799
615,Chrompet,1127,1.0,1.0,10118977
616,KK Nagar,1629,2.0,1.0,14831644
617,Anna Nagar,1656,1.0,1.0,15651468
618,T Nagar,1676,1.0,1.0,13531357
619,Chrompet,856,1.0,1.0,8568048
620,Velachery,1663,2.0,1.0,15359851
621,Anna Nagar,1905,2.0,1.0,13665708
622,Karapakkam,861,1.0,1.0,8748608
623,Chrompet,1183,1.0,1.0,9993044
624,Karapakkam,1352,2.0,2.0,11516925
625,Anna Nagar,1510,1.0,1.0,11557128
626,Chrompet,987,1.0,1.0,10252379
627,Karapakkam,1245,1.0,1.0,8135759
628,Chrompet,1144,1.0,1.0,7733533
629,Chrompet,790,1.0,1.0,7140483
630,KK Nagar,1736,2.0,1.0,11893766
631,Velachery,1950,3.0,2.0,11829510
632,KK Nagar,2186,3.0,2.0,18939869
633,Adyar,843,1.0,1.0,8652135
634,Adyar,1022,1.0,1.0,9433845
635,KK Nagar,2397,4.0,2.0,12300528
636,Chrompet,1083,1.0,1.0,9890719
637,Adyar,923,1.0,1.0,9380141
638,Anna Nagar,1958,2.0,1.0,23631847
639,Adyar,631,1.0,1.0,8483266
640,Anna Nagar,1829,2.0,1.0,20598604
641,KK Nagar,2228,4.0,2.0,12553236
642,Anna Nagar,1969,2.0,1.0,15864394
643,Chrompet,1128,1.0,1.0,10365167
644,Adyar,922,1.0,1.0,6674591
645,Chrompet,1141,1.0,1.0,14425269
646,Velachery,1537,2.0,1.0,10367059
647,Adyar,720,1.0,1.0,11986970
648,KK Nagar,2175,3.0,2.0,12333030
649,Adyar,1152,1.0,1.0,8598124
650,KK Nagar,2278,4.0,2.0,13316988
651,KK Nagar,2460,4.0,2.0,20261651
652,Velachery,1940,3.0,2.0,18598419
653,Karapakkam,693,1.0,1.0,4951572
654,Chrompet,966,1.0,1.0,9239032
655,Adyar,898,1.0,1.0,9724395
656,Adyar,918,1.0,1.0,10241972
657,Anna Nagar,1918,2.0,1.0,20413854
658,KK Nagar,2333,4.0,2.0,18029655
659,Karapakkam,768,1.0,1.0,5083185
660,Chrompet,783,1.0,1.0,9541244
661,Anna Nagar,1661,1.0,1.0,12937737
662,Chrompet,958,1.0,1.0,12947285
663,Adyar,1276,2.0,2.0,13320971
664,KK Nagar,1877,3.0,2.0,16527271
665,Anna Nagar,1845,2.0,1.0,12559309
666,KK Nagar,1533,2.0,1.0,10050277
667,Chrompet,1257,2.0,1.0,13262273
668,Karapakkam,1353,2.0,2.0,9556128
669,Velachery,1672,2.0,1.0,7895144
670,Chrompet,1097,1.0,1.0,13300557
671,KK Nagar,1986,3.0,2.0,11055678
672,Chrompet,1083,1.0,1.0,7449031
673,Chrompet,1218,2.0,1.0,13501034
674,T Nagar,1903,2.0,1.0,14720837
675,Chrompet,860,1.0,1.0,12976235
676,Karapakkam,1003,1.0,1.0,6696347
677,Chrompet,1078,1.0,1.0,13411641
678,Chrompet,1133,1.0,1.0,10117599
679,KK Nagar,1494,2.0,1.0,9887897
680,Adyar,626,1.0,1.0,8516453
681,Chrompet,719,1.0,1.0,7587419
682,Karapakkam,921,1.0,1.0,5983651
683,T Nagar,1867,2.0,1.0,22956057
684,Chrompet,1010,1.0,1.0,9124761
685,Karapakkam,1404,2.0,2.0,6924517
686,Karapakkam,1305,1.0,1.0,7051336
687,Karapakkam,1647,2.0,2.0,10853737
688,Karapakkam,1433,2.0,2.0,10411426
689,Chrompet,925,1.0,1.0,9498738
690,Chrompet,964,1.0,1.0,10529748
691,Karapakkam,571,1.0,1.0,8294475
692,Anna Nagar,1828,2.0,1.0,12766500
693,Karapakkam,1595,2.0,2.0,9989135
694,Adyar,615,1.0,1.0,8024150
695,Chrompet,919,1.0,1.0,12595831
696,Chrompet,1018,1.0,1.0,11629753
697,T Nagar,1578,1.0,1.0,18522257
698,T Nagar,1660,1.0,1.0,14228863
699,Chrompet,796,1.0,1.0,11971703
700,KK Nagar,2416,4.0,2.0,13576365
701,Chrompet,760,1.0,1.0,8902564
702,Velachery,1767,2.0,1.0,13598372
703,Chrompet,817,1.0,1.0,8114110
704,Adyar,630,1.0,1.0,8889749
705,Adyar,833,1.0,1.0,11724247
706,Chrompet,740,1.0,1.0,9614994
707,KK Nagar,1520,2.0,1.0,14401038
708,Chrompet,769,1.0,1.0,6550648
709,Anna Nagar,1638,1.0,1.0,13185991
710,Velachery,1857,3.0,2.0,16978075
711,Karapakkam,924,1.0,1.0,9578814
712,Adyar,600,1.0,1.0,7045108
713,Velachery,1964,3.0,2.0,9804811
714,Anna Nagar,1914,2.0,1.0,14275916
715,Anna Nagar,1678,1.0,1.0,13995834
716,Karapakkam,758,1.0,1.0,7337925
717,Karapakkam,1110,1.0,1.0,7285475
718,Velachery,1782,2.0,1.0,12196550
719,Adyar,1282,2.0,2.0,9652972
720,Chrompet,913,1.0,1.0,9890821
721,Velachery,1545,2.0,1.0,8807254
722,Chrompet,971,1.0,1.0,12460210
723,Adyar,605,1.0,1.0,5934030
724,Chrompet,1014,1.0,1.0,9534540
725,Chrompet,982,1.0,1.0,13171747
726,Velachery,1651,2.0,1.0,14196346
727,Karapakkam,1288,1.0,1.0,5178126
728,Velachery,1661,2.0,1.0,11030874
729,Velachery,1578,2.0,1.0,10096351
730,KK Nagar,1937,3.0,2.0,13600324
731,Karapakkam,1403,2.0,2.0,5634808
732,Adyar,968,1.0,1.0,11005860
733,Karapakkam,1628,2.0,2.0,7658186
734,Adyar,1287,2.0,2.0,14709195
735,Karapakkam,1438,2.0,2.0,7053637
736,Karapakkam,1351,2.0,2.0,6522414
737,Chrompet,956,1.0,1.0,10364515
738,Adyar,1177,1.0,1.0,11218954
739,Chrompet,774,1.0,1.0,6129529
740,Karapakkam,1207,1.0,1.0,6331910
741,KK Nagar,1561,2.0,1.0,14123737
742,Karapakkam,1156,1.0,1.0,10569119
743,KK Nagar,1852,3.0,2.0,16637155
744,Chrompet,1190,1.0,1.0,13111757
745,Velachery,1823,3.0,2.0,10803163
746,Velachery,1527,2.0,1.0,8133101
747,Karapakkam,581,1.0,1.0,7693994
748,Karapakkam,519,1.0,1.0,7230526
749,Karapakkam,1290,1.0,1.0,10084145
750,Chrompet,1274,2.0,1.0,9558735
751,Chrompet,1041,1.0,1.0,14420291
752,Karapakkam,908,1.0,1.0,4581865
753,Karapakkam,1525,2.0,2.0,13041263
754,Velachery,1984,3.0,2.0,10688250
755,Karapakkam,1537,2.0,2.0,12811575
756,Velachery,1806,3.0,2.0,11353180
757,Adyar,1152,1.0,1.0,10228221
758,Chrompet,1288,2.0,1.0,16315432
759,Karapakkam,730,1.0,1.0,5541602
760,Velachery,1730,2.0,1.0,11189285
761,Chrompet,845,1.0,1.0,11132826
762,Velachery,1776,2.0,1.0,15428317
763,Chrompet,913,1.0,1.0,13473238
764,Chrompet,1124,1.0,1.0,8540660
765,Karapakkam,766,1.0,1.0,4998048
766,Karapakkam,665,1.0,1.0,7233923
767,Chrompet,762,1.0,1.0,6222560
768,Velachery,1833,3.0,2.0,11413657
769,Chrompet,944,1.0,1.0,12095050
770,Anna Nagar,1754,1.0,1.0,12581994
771,Chrompet,875,1.0,1.0,12312106
772,Karapakkam,1392,2.0,2.0,8957673
773,T Nagar,1853,2.0,1.0,14176271
774,Velachery,1576,2.0,1.0,11489396
775,Chrompet,1022,1.0,1.0,13462209
776,Anna Nagar,1640,1.0,1.0,11224109
777,Chrompet,779,1.0,1.0,8509503
778,Velachery,1729,2.0,1.0,12410899
779,Chrompet,715,1.0,1.0,10674637
780,Anna Nagar,1562,1.0,1.0,18232042
781,Karapakkam,1203,1.0,1.0,6931010
782,KK Nagar,1825,3.0,2.0,11483959
783,Velachery,1707,2.0,1.0,9599606
784,Adyar,998,1.0,1.0,8226755
785,Karapakkam,1675,2.0,2.0,8762161
786,Anna Nagar,1792,1.0,1.0,21483766
787,Anna Nagar,1574,1.0,1.0,12455284
788,Karapakkam,1070,1.0,1.0,10311150
789,Chrompet,1125,1.0,1.0,12847436
790,Velachery,1971,3.0,2.0,15478513
791,KK Nagar,1361,2.0,1.0,9497603
792,KK Nagar,1786,3.0,2.0,10667459
793,Karapakkam,612,1.0,1.0,5592170
794,T Nagar,1596,1.0,1.0,11814467
795,Anna Nagar,1644,1.0,1.0,12312533
796,Adyar,1041,1.0,1.0,11061745
797,Chrompet,810,1.0,1.0,9680097
798,Chrompet,837,1.0,1.0,8925686
799,T Nagar,1884,2.0,1.0,14780232
800,Chrompet,1063,1.0,1.0,9706407
801,Karapakkam,1298,1.0,1.0,7113904
802,Anna Nagar,1867,2.0,1.0,11171647
803,T Nagar,1575,1.0,1.0,10382294
804,Karapakkam,1463,2.0,2.0,8662414
805,Karapakkam,1164,1.0,1.0,8750548
806,Anna Nagar,1805,2.0,1.0,21195025
807,Adyar,733,1.0,1.0,5106748
808,Adyar,1197,1.0,1.0,10380975
809,KK Nagar,2069,3.0,2.0,10474265
810,Chrompet,956,1.0,1.0,11715324
811,Adyar,736,1.0,1.0,8113785
812,Chrompet,1050,1.0,1.0,10423325
813,KK Nagar,2047,3.0,2.0,12676517
814,Adyar,632,1.0,1.0,9291078
815,Karapakkam,871,1.0,1.0,8503672
816,Adyar,811,1.0,1.0,9150893
817,Adyar,1087,1.0,1.0,8587774
818,Chrompet,1170,1.0,1.0,10598655
819,Velachery,1843,3.0,2.0,10136577
820,T Nagar,1783,1.0,1.0,14783717
821,Karapakkam,847,1.0,1.0,9665043
822,Chrompet,1258,2.0,1.0,8481193
823,Karapakkam,979,1.0,1.0,7769300
824,Karapakkam,1607,2.0,2.0,7826425
825,Chrompet,775,1.0,1.0,8020367
826,Velachery,1830,3.0,2.0,11711447
827,Chrompet,961,1.0,1.0,8751167
828,Velachery,1925,3.0,2.0,8715825
829,KK Nagar,1301,1.0,1.0,14676841
830,Chrompet,1041,1.0,1.0,9528890
831,Karapakkam,1593,2.0,2.0,8416761
832,Chrompet,779,1.0,1.0,10586371
833,Adyar,725,1.0,1.0,8353873
834,KK Nagar,1717,2.0,1.0,15068088
835,Adyar,1248,2.0,2.0,9133180
836,Chrompet,1223,2.0,1.0,10910695
837,T Nagar,1925,2.0,1.0,24969043
838,Chrompet,907,1.0,1.0,10305454
839,Chrompet,1089,1.0,1.0,10400967
840,Anna Nagar,1574,1.0,1.0,11629022
841,Karapakkam,1335,2.0,2.0,13804650
842,KK Nagar,1876,3.0,2.0,17419500
843,KK Nagar,2455,4.0,2.0,21367202
844,Karapakkam,1280,1.0,1.0,7109108
845,KK Nagar,2169,3.0,2.0,18300509
846,Velachery,1897,3.0,2.0,10451744
847,Chrompet,975,1.0,1.0,8763038
848,T Nagar,1876,2.0,1.0,15420080
849,Anna Nagar,1931,2.0,1.0,15657469
850,Anna Nagar,1793,1.0,1.0,23376897
851,T Nagar,1618,1.0,1.0,13267109
852,Velachery,1582,2.0,1.0,8489626
853,Chrompet,1050,1.0,1.0,14847192
854,KK Nagar,1938,3.0,2.0,12411766
856,Anna Nagar,1780,1.0,1.0,12014622
857,Velachery,1636,2.0,1.0,9173606
858,Anna Nagar,1864,2.0,1.0,21622910
859,KK Nagar,2478,4.0,2.0,20580987
860,Karapakkam,725,1.0,1.0,5181100
861,Anna Nagar,1627,1.0,1.0,12722467
862,Karapakkam,1652,2.0,2.0,6353206
863,Anna Nagar,1996,2.0,1.0,23717970
864,KK Nagar,1463,2.0,1.0,13506216
865,Karapakkam,1302,1.0,1.0,9483366
866,Chrompet,1294,2.0,1.0,9159783
867,Karapakkam,1685,2.0,2.0,9384884
868,Velachery,1790,2.0,1.0,8016334
869,Chrompet,1036,1.0,1.0,10451958
870,Anna Nagar,1688,1.0,1.0,20516401
871,Anna Nagar,1707,1.0,1.0,21120989
872,Chrompet,919,1.0,1.0,8380933
873,Velachery,1528,2.0,1.0,8651587
874,Velachery,1746,2.0,1.0,15692852
875,Anna Nagar,1885,2.0,1.0,14000962
876,Adyar,1135,1.0,1.0,9081886
877,Chrompet,871,1.0,1.0,7704785
878,Adyar,831,1.0,1.0,8053306
879,Chrompet,1216,2.0,1.0,10090112
880,KK Nagar,1728,2.0,1.0,11575591
881,Anna Nagar,1677,1.0,1.0,12460773
882,Karapakkam,1463,2.0,2.0,6191020
883,T Nagar,1739,1.0,1.0,10805773
884,Karapakkam,668,1.0,1.0,3495933
885,Anna Nagar,1878,2.0,1.0,16348449
886,Anna Nagar,1780,1.0,1.0,13810749
887,Velachery,1513,2.0,1.0,8401389
888,Chrompet,917,1.0,1.0,13008996
889,KK Nagar,2157,3.0,2.0,12611741
890,Karapakkam,730,1.0,1.0,5115642
891,T Nagar,1912,2.0,1.0,22162676
892,KK Nagar,2411,4.0,2.0,13234211
893,T Nagar,1854,2.0,1.0,13660815
894,KK Nagar,2075,3.0,2.0,11252276
895,Karapakkam,1239,1.0,1.0,5571983
896,Adyar,890,1.0,1.0,8801959
897,KK Nagar,2471,4.0,2.0,14001568
898,KK Nagar,1303,1.0,1.0,8955480
899,KK Nagar,1532,2.0,1.0,14303604
900,Karapakkam,947,1.0,1.0,9188391
901,KK Nagar,2271,4.0,2.0,19450908
902,Karapakkam,1610,2.0,2.0,13610197
903,Chrompet,808,1.0,1.0,9954445
904,Karapakkam,1626,2.0,2.0,9942947
905,KK Nagar,1596,2.0,1.0,14082753
906,KK Nagar,1653,2.0,1.0,11873680
907,Velachery,1609,2.0,1.0,9991394
908,T Nagar,1503,1.0,1.0,18841049
909,Chrompet,1232,2.0,1.0,9745944
910,KK Nagar,1838,3.0,2.0,9882606
911,Velachery,1511,2.0,1.0,7077692
912,Chrompet,1072,1.0,1.0,13499128
913,Adyar,1291,2.0,2.0,10493835
914,Anna Nagar,1771,1.0,1.0,11568482
915,Chrompet,709,1.0,1.0,9640246
916,T Nagar,1886,2.0,1.0,16156083
917,Velachery,1540,2.0,1.0,8615880
918,Anna Nagar,1712,1.0,1.0,20381989
919,Chrompet,853,1.0,1.0,10296757
920,Chrompet,890,1.0,1.0,11952148
921,Chrompet,934,1.0,1.0,9091956
922,Adyar,1113,1.0,1.0,8855065
923,Adyar,1183,1.0,1.0,14566034
924,Karapakkam,527,1.0,1.0,5468125
925,Chrompet,996,1.0,1.0,10116222
926,KK Nagar,1730,2.0,1.0,11173046
927,Velachery,1697,2.0,1.0,13287452
928,KK Nagar,2260,4.0,2.0,13067163
929,Anna Nagar,1754,1.0,1.0,13877384
930,Anna Nagar,1633,1.0,1.0,20381529
931,Chrompet,914,1.0,1.0,8489564
932,KK Nagar,2457,4.0,2.0,14588569
933,T Nagar,1946,2.0,1.0,22926829
934,Adyar,713,1.0,1.0,7983040
935,Chrompet,1179,1.0,1.0,10486145
936,Velachery,1770,2.0,1.0,8984032
937,Velachery,1833,3.0,2.0,16481036
938,KK Nagar,2335,4.0,2.0,13028396
939,Adyar,1122,1.0,1.0,7835697
940,Anna Nagar,1866,2.0,1.0,14870325
941,Karapakkam,1635,2.0,2.0,11451832
942,Anna Nagar,1514,1.0,1.0,12589794
943,Adyar,1242,2.0,2.0,9800516
944,Anna Nagar,1861,2.0,1.0,12535151
945,KK Nagar,1650,2.0,1.0,15106399
946,Velachery,1802,3.0,2.0,8678520
947,Velachery,1594,2.0,1.0,10338729
948,Adyar,1217,2.0,2.0,14845073
949,KK Nagar,1926,3.0,2.0,10331958
950,Karapakkam,1143,1.0,1.0,5576208
951,Chrompet,1129,1.0,1.0,9537452
952,Chrompet,937,1.0,1.0,8584034
953,Adyar,790,1.0,1.0,7630426
954,Adyar,1215,2.0,2.0,15737888
955,Chrompet,976,1.0,1.0,12373673
956,Adyar,604,1.0,1.0,6663978
957,Velachery,1672,2.0,1.0,11482691
958,KK Nagar,2382,4.0,2.0,19193298
959,KK Nagar,1324,1.0,1.0,9374984
960,Karapakkam,1198,1.0,1.0,11181945
961,Karapakkam,1347,2.0,2.0,8814621
962,Velachery,1845,3.0,2.0,11942546
963,Karapakkam,1569,2.0,2.0,9214540
964,T Nagar,1548,1.0,1.0,13858925
965,Chrompet,1143,1.0,1.0,9715109
966,Chrompet,1127,1.0,1.0,9510836
967,Karapakkam,585,1.0,1.0,4145062
968,KK Nagar,1823,3.0,2.0,11210686
969,KK Nagar,1891,3.0,2.0,17843149
970,Velachery,1781,2.0,1.0,8427339
971,KK Nagar,2328,4.0,2.0,20026062
972,Velachery,1958,3.0,2.0,9909428
973,Karapakkam,977,1.0,1.0,7599013
974,Adyar,797,1.0,1.0,8325989
975,Chrompet,700,1.0,1.0,7301516
976,Karapakkam,1483,2.0,2.0,10574123
977,Chrompet,843,1.0,1.0,8187930
978,Karapakkam,1464,2.0,2.0,9555041
979,Adyar,858,1.0,1.0,9926492
980,KK Nagar,1927,3.0,2.0,18569231
981,T Nagar,1664,1.0,1.0,13911076
982,Adyar,1293,2.0,2.0,9477550
983,Anna Nagar,1681,1.0,1.0,19319476
984,Chrompet,1073,1.0,1.0,10044028
985,Chrompet,916,1.0,1.0,7619912
986,Velachery,1617,2.0,1.0,12653981
987,KK Nagar,2223,4.0,2.0,12490862
988,Chrompet,877,1.0,1.0,13070743
989,Karapakkam,802,1.0,1.0,8286785
990,KK Nagar,2057,3.0,2.0,11851861
991,Anna Nagar,1990,2.0,1.0,15703677
992,Karapakkam,975,1.0,1.0,8748399
993,T Nagar,1519,1.0,1.0,18951216
994,Karapakkam,1537,2.0,2.0,8685700
995,Karapakkam,1502,2.0,2.0,7064266
996,Adyar,1016,1.0,1.0,7379848
997,T Nagar,1502,1.0,1.0,9933592
998,Karapakkam,1497,2.0,2.0,8581284
999,Adyar,850,1.0,1.0,6851254
1000,Anna Nagar,1940,2.0,1.0,14695924
1001,Karapakkam,1523,2.0,2.0,7372723
1002,Chrompet,711,1.0,1.0,6640505
1003,Velachery,1671,2.0,1.0,7712783
1004,Chrompet,1293,2.0,1.0,14578512
1005,Karapakkam,1615,2.0,2.0,13148428
1006,Velachery,1526,2.0,1.0,9536868
1007,KK Nagar,2296,4.0,2.0,15158390
1008,Anna Nagar,1600,1.0,1.0,13120523
1009,Karapakkam,1122,1.0,1.0,8254642
1010,Chrompet,821,1.0,1.0,6885503
1011,Velachery,1678,2.0,1.0,15319692
1012,Karapakkam,587,1.0,1.0,5496233
1013,Adyar,613,1.0,1.0,6422644
1014,Chrompet,714,1.0,1.0,8381154
1015,Karapakkam,596,1.0,1.0,6111960
1016,KK Nagar,1804,3.0,2.0,11673617
1017,Karapakkam,1058,1.0,1.0,9659139
1019,KK Nagar,2321,4.0,2.0,11844490
1020,Karapakkam,1603,2.0,2.0,14964383
1021,Adyar,715,1.0,1.0,11015659
1022,Karapakkam,1397,2.0,2.0,10510944
1023,Anna Nagar,1604,1.0,1.0,13621748
1024,KK Nagar,1533,2.0,1.0,13589248
1025,Anna Nagar,1744,1.0,1.0,14482135
1026,Chrompet,1097,1.0,1.0,9055863
1027,Chrompet,748,1.0,1.0,11177794
1028,Adyar,847,1.0,1.0,5427635
1029,T Nagar,1535,1.0,1.0,18854117
1030,Karapakkam,1558,2.0,2.0,7364899
1031,Velachery,1696,2.0,1.0,9920430
1032,Anna Nagar,1868,2.0,1.0,13605626
1033,Karapakkam,591,1.0,1.0,6188498
1034,Anna Nagar,1539,1.0,1.0,11496453
1035,Anna Nagar,1594,1.0,1.0,13577270
1036,Chrompet,1074,1.0,1.0,14653003
1037,Chrompet,736,1.0,1.0,10657254
1038,Chrompet,904,1.0,1.0,8058953
1039,Chrompet,802,1.0,1.0,13593765
1040,Karapakkam,1445,2.0,2.0,9310511
1041,Velachery,1623,2.0,1.0,10925967
1042,Anna Nagar,1978,2.0,1.0,14329693
1043,Karapakkam,1546,2.0,2.0,8874293
1044,KK Nagar,1896,3.0,2.0,11151853
1045,KK Nagar,1673,2.0,1.0,17419750
1046,KK Nagar,2334,4.0,2.0,18572449
1047,Chrompet,1114,1.0,1.0,9620147
1048,Chrompet,776,1.0,1.0,8525865
1049,Karapakkam,1675,2.0,2.0,11427150
1050,T Nagar,1590,1.0,1.0,21069421
1051,T Nagar,1639,1.0,1.0,20670252
1052,Velachery,1712,2.0,1.0,8512138
1053,Adyar,1118,1.0,1.0,8660059
1054,Adyar,792,1.0,1.0,10007780
1055,Adyar,1190,1.0,1.0,9998924
1056,Chrompet,1243,2.0,1.0,9895471
1057,Anna Nagar,1657,1.0,1.0,12746253
1058,Chrompet,1008,1.0,1.0,9697958
1059,Velachery,1658,2.0,1.0,14832706
1060,KK Nagar,1381,2.0,1.0,14051918
1061,Karapakkam,929,1.0,1.0,8229964
1062,Chrompet,1166,1.0,1.0,10527176
1063,Chrompet,1239,2.0,1.0,10202076
1064,Chrompet,1231,2.0,1.0,9995874
1065,Anna Nagar,1973,2.0,1.0,12747307
1066,KK Nagar,2244,4.0,2.0,13109822
1067,Karapakkam,1577,2.0,2.0,7081930
1068,T Nagar,1854,2.0,1.0,13440387
1069,Chrompet,1109,1.0,1.0,10552221
1070,KK Nagar,1801,3.0,2.0,10842545
1071,Chrompet,1257,2.0,1.0,14379743
1072,Karapakkam,531,1.0,1.0,3963015
1073,Karapakkam,1380,2.0,2.0,9219858
1074,KK Nagar,1758,2.0,1.0,9328596
1075,Anna Nagar,1777,1.0,1.0,14921214
1076,Anna Nagar,1943,2.0,1.0,14726330
1077,Velachery,1964,3.0,2.0,11262659
1078,Anna Nagar,1777,1.0,1.0,14860036
1079,Anna Nagar,1751,1.0,1.0,11079244
1080,KK Nagar,1573,2.0,1.0,9897008
1081,KK Nagar,1438,2.0,1.0,14506608
1082,Adyar,925,1.0,1.0,7862111
1083,Chrompet,1280,2.0,1.0,11149608
1084,Adyar,947,1.0,1.0,9261872
1085,T Nagar,1981,2.0,1.0,14606097
1086,KK Nagar,1554,2.0,1.0,10039504
1087,Velachery,1762,2.0,1.0,9344769
1088,Anna Nagar,1835,2.0,1.0,13172601
1089,KK Nagar,1351,2.0,1.0,10519560
1090,Chrompet,750,1.0,1.0,8264986
1091,Velachery,1598,2.0,1.0,13676417
1092,Velachery,1856,3.0,2.0,9967943
1093,Velachery,1584,2.0,1.0,8535004
1094,Adyar,852,1.0,1.0,8714953
1095,Karapakkam,1650,2.0,2.0,11050562
1096,Karapakkam,1606,2.0,2.0,8040648
1097,Adyar,1152,1.0,1.0,10439058
1098,KK Nagar,1763,2.0,1.0,12986268
1099,Anna Nagar,1969,2.0,1.0,23993576
1100,Adyar,994,1.0,1.0,7486520
1101,T Nagar,1566,1.0,1.0,11719297
1102,Chrompet,914,1.0,1.0,12526795
1103,Anna Nagar,1757,1.0,1.0,12384127
1104,Adyar,1241,2.0,2.0,11086771
1105,Velachery,1926,3.0,2.0,15466464
1106,Velachery,1531,2.0,1.0,7082607
1107,Adyar,928,1.0,1.0,11114890
1108,Velachery,1716,2.0,1.0,8104207
1109,Velachery,1637,2.0,1.0,9456525
1110,Chrompet,1286,2.0,1.0,11092177
1111,Karapakkam,1694,2.0,2.0,11998586
1112,Chrompet,770,1.0,1.0,10301451
1113,Velachery,1677,2.0,1.0,9328758
1114,Adyar,790,1.0,1.0,10206904
1115,Chrompet,1115,1.0,1.0,9338807
1116,KK Nagar,1723,2.0,1.0,9545616
1117,Karapakkam,1013,1.0,1.0,10024594
1118,Karapakkam,1143,1.0,1.0,6286111
1119,KK Nagar,1676,2.0,1.0,15869836
1120,Adyar,960,1.0,1.0,8731502
1121,T Nagar,1849,2.0,1.0,14116717
1122,Karapakkam,850,1.0,1.0,4122469
1123,Chrompet,935,1.0,1.0,11990681
1124,Karapakkam,1247,1.0,1.0,11274384
1125,Karapakkam,1420,2.0,2.0,9699576
1126,Chrompet,989,1.0,1.0,9660589
1127,Chrompet,1227,2.0,1.0,9217115
1128,Velachery,1626,2.0,1.0,7576725
1129,Chrompet,787,1.0,1.0,11246278
1130,Velachery,1576,2.0,1.0,9055573
1131,Karapakkam,594,1.0,1.0,5579234
1133,Karapakkam,684,1.0,1.0,4151755
1134,Velachery,1717,2.0,1.0,7649946
1135,Adyar,1195,1.0,1.0,9997277
1136,Chrompet,951,1.0,1.0,11677945
1137,Karapakkam,825,1.0,1.0,7171124
1138,KK Nagar,2498,4.0,2.0,20563479
1139,Karapakkam,830,1.0,1.0,4505004
1140,Karapakkam,1459,2.0,2.0,10855852
1141,Chrompet,820,1.0,1.0,8494086
1142,KK Nagar,2434,4.0,2.0,15094168
1143,Karapakkam,1647,2.0,2.0,10154431
1144,Karapakkam,847,1.0,1.0,7195584
1145,Anna Nagar,1863,2.0,1.0,15640760
1146,Adyar,1080,1.0,1.0,10936622
1147,Chrompet,1292,2.0,1.0,10165183
1148,KK Nagar,1883,3.0,2.0,11985909
1149,Velachery,1748,2.0,1.0,9926106
1150,Karapakkam,1621,2.0,2.0,7966712
1151,KK Nagar,2061,3.0,2.0,11988175
1152,Velachery,1521,2.0,1.0,13509910
1153,Chrompet,839,1.0,1.0,12127910
1154,Chrompet,1296,2.0,1.0,9988342
1155,Chrompet,1027,1.0,1.0,9608313
1156,KK Nagar,1921,3.0,2.0,12036258
1157,Adyar,855,1.0,1.0,8080767
1158,Velachery,1857,3.0,2.0,10718271
1159,Chrompet,920,1.0,1.0,9515376
1160,Velachery,1781,2.0,1.0,12911378
1161,Anna Nagar,1658,1.0,1.0,9970890
1162,Karapakkam,1611,2.0,2.0,13410144
1163,KK Nagar,1339,2.0,1.0,11738698
1164,Karapakkam,876,1.0,1.0,7270225
1165,Velachery,1880,3.0,2.0,15903154
1166,Karapakkam,1227,1.0,1.0,5312129
1167,Chrompet,918,1.0,1.0,9130469
1168,Chrompet,750,1.0,1.0,10865976
1169,Anna Nagar,1631,1.0,1.0,10819531
1170,Karapakkam,782,1.0,1.0,5084888
1171,Chrompet,1258,2.0,1.0,11556487
1172,T Nagar,1536,1.0,1.0,13379879
1173,Karapakkam,643,1.0,1.0,6858555
1174,Adyar,919,1.0,1.0,9198858
1175,Karapakkam,1180,1.0,1.0,8835288
1176,Adyar,1167,1.0,1.0,10883114
1177,Velachery,1698,2.0,1.0,10992759
1178,Adyar,1051,1.0,1.0,8503241
1179,Chrompet,881,1.0,1.0,9049377
1180,Karapakkam,1042,1.0,1.0,6770513
1181,Velachery,1954,3.0,2.0,9844849
1182,Adyar,919,1.0,1.0,9738574
1183,Karapakkam,1287,1.0,1.0,9705266
1184,Anna Nagar,1793,1.0,1.0,13726917
1185,KK Nagar,1814,3.0,2.0,17134143
1186,Velachery,1889,3.0,2.0,7647693
1187,Velachery,1642,2.0,1.0,12259671
1188,Velachery,1910,3.0,2.0,16638959
1189,Chrompet,990,1.0,1.0,7623549
1190,KK Nagar,1842,3.0,2.0,12511882
1191,Karapakkam,825,1.0,1.0,9780344
1192,Chrompet,802,1.0,1.0,9055326
1193,Karapakkam,858,1.0,1.0,5949059
1194,KK Nagar,1499,2.0,1.0,10435309
1195,Anna Nagar,1828,2.0,1.0,21630978
1196,Chrompet,717,1.0,1.0,8049658
1197,Karapakkam,504,1.0,1.0,7468216
1198,Anna Nagar,1823,2.0,1.0,14026892
1199,KK Nagar,1721,2.0,1.0,10831763
1200,T Nagar,1734,1.0,1.0,19902735
1201,Chrompet,787,1.0,1.0,12194995
1202,Chrompet,1265,2.0,1.0,10153813
1203,Velachery,1967,3.0,2.0,11303190
1204,Chrompet,1008,1.0,1.0,13332914
1205,Chrompet,1120,1.0,1.0,13776726
1206,Anna Nagar,1952,2.0,1.0,21846938
1207,Karapakkam,1100,1.0,1.0,5754198
1208,Adyar,1098,1.0,1.0,10957553
1209,KK Nagar,1470,2.0,1.0,9703977
